Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Russia,Premier League,2016/2017,21/05/2017,13:00,FK Krylya Sovetov Samara,Akhmat Grozny,1,3,A,1.68,4.25,5.2,1.75,4.32,6,1.65,3.73,5.14
Russia,Premier League,2016/2017,21/05/2017,13:00,Lokomotiv Moscow,Zenit,0,2,A,4.82,3.85,1.79,5.5,4.1,1.8,4.57,3.63,1.74
Russia,Premier League,2016/2017,21/05/2017,13:00,Orenburg,FK Rostov,2,0,H,3.81,2.92,2.38,3.94,3.1,2.43,3.42,2.89,2.33
Russia,Premier League,2016/2017,21/05/2017,13:00,Tomsk,Krasnodar,1,5,A,,,,28,11,1.18,17.56,7.19,1.14
Russia,Premier League,2016/2017,21/05/2017,13:00,Ufa,Ural,1,0,H,2.86,3.05,2.88,3,3.05,3.01,2.76,2.92,2.75
Russia,Premier League,2016/2017,25/05/2017,10:00,SKA Khabarovsk,Orenburg,0,0,D,3.75,3.05,2.32,4.2,3.1,2.33,3.57,2.97,2.18
Russia,Premier League,2016/2017,25/05/2017,13:30,Yenisey,Arsenal Tula,2,1,H,2.65,3.01,3.18,2.65,3.18,3.18,2.5,2.94,2.97
Russia,Premier League,2016/2017,28/05/2017,13:00,Orenburg,SKA Khabarovsk,0,0,D,1.52,3.89,8.92,1.52,4.05,11.5,1.47,3.76,8.09
Russia,Premier League,2016/2017,28/05/2017,16:00,Arsenal Tula,Yenisey,1,0,H,1.58,3.99,7.11,1.65,4.04,7.2,1.55,3.82,6.09
Russia,Premier League,2017/2018,15/07/2017,13:00,Ural,FK Rostov,1,1,D,3.05,3.01,2.74,3.08,3.01,3.25,2.86,2.9,2.69
Russia,Premier League,2017/2018,15/07/2017,15:30,Tosno,Ufa,0,1,A,2.42,2.99,3.6,2.6,3,3.6,2.38,2.87,3.32
Russia,Premier League,2017/2018,15/07/2017,18:00,FK Anzi Makhackala,CSKA Moscow,1,3,A,10.32,4.34,1.43,10.32,4.34,1.61,8.25,4.02,1.44
Russia,Premier League,2017/2018,16/07/2017,09:00,SKA Khabarovsk,Zenit,0,2,A,10.12,4.82,1.39,11,5,1.4,8.99,4.43,1.37
Russia,Premier League,2017/2018,16/07/2017,15:30,Rubin Kazan,Krasnodar,1,2,A,2.72,2.94,3.15,2.72,3.1,3.34,2.53,2.91,3.03
Russia,Premier League,2017/2018,16/07/2017,19:30,Akhmat Grozny,Amkar,1,0,H,1.92,3.24,5.1,1.92,3.54,5.9,1.85,3.19,4.66
Russia,Premier League,2017/2018,18/07/2017,17:30,Dynamo Moscow,Spartak Moscow,2,2,D,3.79,3.54,2.09,4.35,3.66,2.11,3.67,3.37,2.02
Russia,Premier League,2017/2018,18/07/2017,17:30,Lokomotiv Moscow,Arsenal Tula,1,0,H,1.45,4.28,9.95,1.49,4.33,10,1.43,4.06,8.4
Russia,Premier League,2017/2018,21/07/2017,17:30,CSKA Moscow,Lokomotiv Moscow,1,3,A,1.54,4.14,7.51,1.57,4.14,7.7,1.52,3.81,6.73
Russia,Premier League,2017/2018,21/07/2017,17:30,FK Anzi Makhackala,Amkar,1,0,H,2.29,3.07,3.8,2.35,3.13,4.2,2.17,2.98,3.72
Russia,Premier League,2017/2018,22/07/2017,15:30,Zenit,Rubin Kazan,2,1,H,1.48,4.49,8.07,1.5,4.75,9.5,1.44,4.16,7.53
Russia,Premier League,2017/2018,22/07/2017,18:00,Krasnodar,Tosno,2,0,H,1.4,4.97,9.32,1.48,5,11.5,1.4,4.37,8.18
Russia,Premier League,2017/2018,23/07/2017,13:00,Ufa,Spartak Moscow,0,0,D,4.59,3.35,1.96,5.47,3.62,2,4.24,3.27,1.91
Russia,Premier League,2017/2018,23/07/2017,15:30,Dynamo Moscow,Ural,0,1,A,1.56,4.17,6.95,1.59,4.17,7.5,1.53,3.84,6.5
Russia,Premier League,2017/2018,23/07/2017,18:00,FK Rostov,Akhmat Grozny,0,1,A,2.58,3.01,3.29,2.58,3.2,3.37,2.42,2.94,3.17
Russia,Premier League,2017/2018,24/07/2017,17:30,Arsenal Tula,SKA Khabarovsk,1,0,H,1.67,3.53,6.99,1.82,3.53,6.99,1.69,3.31,5.86
Russia,Premier League,2017/2018,29/07/2017,13:00,CSKA Moscow,SKA Khabarovsk,2,0,H,1.2,7.05,20.63,1.21,7.57,21,1.18,6.58,16.08
Russia,Premier League,2017/2018,29/07/2017,13:00,Ural,Ufa,1,1,D,2.67,2.83,3.36,2.72,3,3.36,2.54,2.83,3.12
Russia,Premier League,2017/2018,29/07/2017,15:30,Rubin Kazan,Arsenal Tula,2,1,H,1.65,3.64,7.05,1.72,3.7,7.3,1.66,3.43,5.91
Russia,Premier League,2017/2018,29/07/2017,18:00,Akhmat Grozny,Dynamo Moscow,2,0,H,,,,2.16,3.18,4.3,2.08,3.04,3.87
Russia,Premier League,2017/2018,30/07/2017,13:00,Amkar,FK Rostov,0,1,A,2.89,2.76,3.16,3.14,2.8,3.34,2.79,2.63,3.02
Russia,Premier League,2017/2018,30/07/2017,15:30,Lokomotiv Moscow,FK Anzi Makhackala,1,0,H,1.56,3.97,7.54,1.6,4,8,1.54,3.7,6.86
Russia,Premier League,2017/2018,30/07/2017,18:00,Tosno,Zenit,0,1,A,22.38,7.03,1.19,22.38,7.03,1.28,16.27,6.15,1.19
Russia,Premier League,2017/2018,31/07/2017,17:30,Spartak Moscow,Krasnodar,2,0,H,1.71,4.06,5.17,1.81,4.06,5.6,1.68,3.81,4.81
Russia,Premier League,2017/2018,04/08/2017,18:00,FK Anzi Makhackala,FK Rostov,0,1,A,3.43,2.89,2.58,3.43,2.89,2.72,3.18,2.75,2.56
Russia,Premier League,2017/2018,05/08/2017,13:00,Ufa,Akhmat Grozny,3,2,H,,,,3.25,2.95,2.91,2.98,2.74,2.71
Russia,Premier League,2017/2018,05/08/2017,15:30,Dynamo Moscow,Amkar,3,0,H,1.74,3.48,6.16,1.77,3.54,6.16,1.73,3.34,5.31
Russia,Premier League,2017/2018,05/08/2017,18:00,Lokomotiv Moscow,SKA Khabarovsk,1,0,H,1.26,5.66,17.89,1.29,5.7,19.05,1.24,5.16,14.42
Russia,Premier League,2017/2018,06/08/2017,13:00,Arsenal Tula,Tosno,1,2,A,2.3,3.1,3.75,2.32,3.1,3.96,2.2,2.98,3.58
Russia,Premier League,2017/2018,06/08/2017,15:30,CSKA Moscow,Rubin Kazan,1,2,A,1.5,4.28,8.1,1.59,4.28,8.36,1.49,3.94,7.09
Russia,Premier League,2017/2018,06/08/2017,18:00,Krasnodar,Ural,1,1,D,1.37,5,10.65,1.45,5,13,1.36,4.51,9.42
Russia,Premier League,2017/2018,06/08/2017,18:00,Zenit,Spartak Moscow,5,1,H,1.98,3.62,4.11,2.11,3.62,4.11,1.98,3.41,3.71
Russia,Premier League,2017/2018,08/08/2017,09:00,SKA Khabarovsk,FK Anzi Makhackala,2,0,H,2.74,2.92,3.15,2.85,2.97,3.38,2.68,2.8,2.95
Russia,Premier League,2017/2018,08/08/2017,15:30,Amkar,Ufa,0,0,D,2.63,2.85,3.4,2.77,2.88,3.4,2.55,2.75,3.21
Russia,Premier League,2017/2018,09/08/2017,15:30,Ural,Zenit,1,1,D,7.33,4.05,1.56,8.3,4.38,1.58,6.64,3.82,1.53
Russia,Premier League,2017/2018,09/08/2017,17:30,Spartak Moscow,Arsenal Tula,2,0,H,1.33,5.4,11.44,1.34,6,14,1.31,4.96,9.98
Russia,Premier League,2017/2018,09/08/2017,18:00,FK Rostov,Dynamo Moscow,1,0,H,1.98,3.26,4.72,2.07,3.26,5,1.94,3.08,4.34
Russia,Premier League,2017/2018,09/08/2017,18:00,Rubin Kazan,Lokomotiv Moscow,1,1,D,2.63,3.08,3.13,2.68,3.08,3.32,2.54,2.91,3.01
Russia,Premier League,2017/2018,09/08/2017,18:00,Tosno,CSKA Moscow,1,2,A,7.02,4.15,1.56,8,4.3,1.59,6.38,3.91,1.53
Russia,Premier League,2017/2018,10/08/2017,18:00,Akhmat Grozny,Krasnodar,2,3,A,,,,2.91,3.15,2.99,2.69,3,2.75
Russia,Premier League,2017/2018,12/08/2017,13:00,Ufa,FK Rostov,1,4,A,3.08,2.83,2.88,3.11,2.95,3.02,2.91,2.72,2.8
Russia,Premier League,2017/2018,12/08/2017,15:30,CSKA Moscow,Spartak Moscow,2,1,H,2.03,3.66,3.87,2.35,3.68,3.91,2.03,3.45,3.54
Russia,Premier League,2017/2018,12/08/2017,18:00,FK Anzi Makhackala,Dynamo Moscow,1,3,A,2.91,2.98,2.9,3.1,3.05,2.91,2.82,2.89,2.73
Russia,Premier League,2017/2018,13/08/2017,09:00,SKA Khabarovsk,Rubin Kazan,1,1,D,4.6,3.29,1.99,4.85,3.38,2.1,4.1,3.12,2
Russia,Premier League,2017/2018,13/08/2017,15:30,Lokomotiv Moscow,Tosno,0,2,A,1.4,4.68,10.51,1.44,4.68,11.5,1.37,4.37,9.48
Russia,Premier League,2017/2018,13/08/2017,18:00,Krasnodar,Amkar,1,1,D,1.47,4.33,8.9,1.49,4.5,9.3,1.45,4.07,7.74
Russia,Premier League,2017/2018,13/08/2017,18:00,Zenit,Akhmat Grozny,4,0,H,1.48,4.63,7.48,1.48,4.7,8.9,1.44,4.21,7.47
Russia,Premier League,2017/2018,14/08/2017,17:30,Arsenal Tula,Ural,2,2,D,2.39,3.17,3.43,2.68,3.17,3.52,2.35,2.94,3.33
Russia,Premier League,2017/2018,18/08/2017,17:30,Tosno,SKA Khabarovsk,0,0,D,1.58,3.77,7.84,1.77,3.82,8,1.58,3.51,6.69
Russia,Premier League,2017/2018,19/08/2017,13:00,Ural,CSKA Moscow,0,0,D,5.36,3.81,1.74,5.75,3.81,1.79,5.15,3.55,1.69
Russia,Premier League,2017/2018,19/08/2017,15:30,Spartak Moscow,Lokomotiv Moscow,3,4,A,1.85,3.53,5,1.95,3.54,5.4,1.82,3.36,4.61
Russia,Premier League,2017/2018,19/08/2017,18:00,Rubin Kazan,FK Anzi Makhackala,6,0,H,1.63,3.7,7.05,1.67,3.78,7.4,1.61,3.53,6.27
Russia,Premier League,2017/2018,20/08/2017,13:00,Amkar,Zenit,0,1,A,5.95,3.54,1.74,6.9,3.66,1.78,5.41,3.39,1.71
Russia,Premier League,2017/2018,20/08/2017,15:30,Dynamo Moscow,Ufa,1,1,D,1.88,3.41,5.02,1.93,3.43,5.63,1.81,3.25,4.84
Russia,Premier League,2017/2018,20/08/2017,18:00,FK Rostov,Krasnodar,0,0,D,2.28,3.21,3.64,2.46,3.24,3.64,2.25,3.03,3.42
Russia,Premier League,2017/2018,21/08/2017,18:00,Akhmat Grozny,Arsenal Tula,1,2,A,1.56,3.98,7.62,1.6,4.4,8.2,1.55,3.73,6.54
Russia,Premier League,2017/2018,25/08/2017,18:00,FK Anzi Makhackala,Ufa,1,0,H,2.72,2.97,3.12,2.96,3.1,3.12,2.67,2.82,2.95
Russia,Premier League,2017/2018,26/08/2017,13:00,Arsenal Tula,Amkar,0,1,A,2.41,2.96,3.67,2.5,2.96,3.74,2.4,2.85,3.35
Russia,Premier League,2017/2018,26/08/2017,15:30,Rubin Kazan,Tosno,1,0,H,1.72,3.61,6.03,1.72,3.88,7.3,1.62,3.55,6.01
Russia,Premier League,2017/2018,26/08/2017,18:00,Lokomotiv Moscow,Ural,2,1,H,1.51,4.22,8.06,1.55,4.3,8.2,1.48,4.01,7.2
Russia,Premier League,2017/2018,27/08/2017,09:00,SKA Khabarovsk,Spartak Moscow,0,0,D,7.51,4.4,1.51,8.2,4.5,1.52,7.14,3.99,1.48
Russia,Premier League,2017/2018,27/08/2017,15:30,CSKA Moscow,Akhmat Grozny,0,1,A,1.42,5.05,8.25,1.47,5.1,9,1.38,4.56,8.21
Russia,Premier League,2017/2018,27/08/2017,18:00,Krasnodar,Dynamo Moscow,2,0,H,1.69,3.91,5.61,1.8,3.91,5.61,1.7,3.63,4.97
Russia,Premier League,2017/2018,27/08/2017,18:00,Zenit,FK Rostov,0,0,D,1.68,3.62,6.56,1.7,4.25,7.4,1.65,3.55,5.63
Russia,Premier League,2017/2018,08/09/2017,15:30,Amkar,CSKA Moscow,0,1,A,6.13,3.7,1.69,6.51,3.94,1.73,5.73,3.52,1.65
Russia,Premier League,2017/2018,09/09/2017,12:00,Tosno,FK Anzi Makhackala,2,2,D,1.98,3.39,4.42,2.1,3.44,4.65,1.98,3.2,4.03
Russia,Premier League,2017/2018,09/09/2017,14:30,FK Rostov,Arsenal Tula,2,2,D,1.51,3.94,9.2,1.56,4.03,9.73,1.5,3.71,7.95
Russia,Premier League,2017/2018,09/09/2017,17:00,Spartak Moscow,Rubin Kazan,1,0,H,1.7,3.99,5.4,1.74,4.1,5.52,1.68,3.72,5.05
Russia,Premier League,2017/2018,10/09/2017,12:00,Dynamo Moscow,Zenit,0,0,D,5.48,3.88,1.71,5.9,4.1,1.75,5.08,3.64,1.69
Russia,Premier League,2017/2018,10/09/2017,14:30,Ufa,Krasnodar,0,1,A,4.05,3.23,2.13,4.22,3.32,2.2,3.73,3.14,2.09
Russia,Premier League,2017/2018,10/09/2017,17:00,Akhmat Grozny,Lokomotiv Moscow,1,1,D,2.7,3.15,2.96,2.71,3.15,3.1,2.58,3.02,2.85
Russia,Premier League,2017/2018,11/09/2017,15:30,Ural,SKA Khabarovsk,1,1,D,1.58,3.85,7.58,1.66,3.91,7.7,1.58,3.61,6.47
Russia,Premier League,2017/2018,15/09/2017,17:30,Arsenal Tula,Dynamo Moscow,1,0,H,2.8,2.98,3.02,3.14,3.04,3.02,2.68,2.94,2.83
Russia,Premier League,2017/2018,16/09/2017,14:30,CSKA Moscow,FK Rostov,2,0,H,1.7,3.57,6.33,1.73,3.7,6.5,1.66,3.46,5.75
Russia,Premier League,2017/2018,16/09/2017,17:00,FK Anzi Makhackala,Krasnodar,1,5,A,5.35,3.89,1.72,5.75,4,1.8,4.91,3.65,1.71
Russia,Premier League,2017/2018,17/09/2017,09:00,SKA Khabarovsk,Akhmat Grozny,2,2,D,5.1,3.32,1.89,5.1,3.32,1.96,4.63,3.15,1.88
Russia,Premier League,2017/2018,17/09/2017,11:00,Tosno,Spartak Moscow,2,2,D,4.56,3.57,1.9,5.1,3.72,1.93,4.3,3.46,1.84
Russia,Premier League,2017/2018,17/09/2017,14:30,Rubin Kazan,Ural,0,1,A,1.59,4,6.8,1.7,4,7.1,1.58,3.7,6.14
Russia,Premier League,2017/2018,18/09/2017,17:30,Lokomotiv Moscow,Amkar,0,1,A,1.53,3.84,8.98,1.57,7.75,9.8,1.49,3.82,7.87
Russia,Premier League,2017/2018,18/09/2017,18:00,Zenit,Ufa,3,0,H,1.32,5.37,11.95,1.33,10,15.72,1.27,5.43,11.29
Russia,Premier League,2017/2018,23/09/2017,14:30,Dynamo Moscow,CSKA Moscow,0,0,D,5.66,3.64,1.74,5.9,6.5,1.77,5.05,3.59,1.71
Russia,Premier League,2017/2018,23/09/2017,17:00,Spartak Moscow,FK Anzi Makhackala,2,2,D,1.31,5.94,10.68,1.35,8.5,11.5,1.3,5.49,8.96
Russia,Premier League,2017/2018,24/09/2017,12:00,Ural,Tosno,3,1,H,2.4,3.1,3.49,2.43,3.26,3.5,2.33,3.05,3.23
Russia,Premier League,2017/2018,24/09/2017,14:30,FK Rostov,Lokomotiv Moscow,0,1,A,2.34,3.01,3.76,2.43,3.02,3.81,2.29,2.87,3.55
Russia,Premier League,2017/2018,24/09/2017,14:30,Ufa,Arsenal Tula,1,0,H,2.38,3.01,3.66,2.38,3.05,3.94,2.28,2.93,3.5
Russia,Premier League,2017/2018,24/09/2017,17:00,Krasnodar,Zenit,0,2,A,2.67,3.33,2.85,2.9,3.38,2.9,2.6,3.19,2.72
Russia,Premier League,2017/2018,25/09/2017,15:00,Amkar,SKA Khabarovsk,3,0,H,1.65,3.46,7.7,1.73,6.5,7.7,1.6,3.48,6.72
Russia,Premier League,2017/2018,25/09/2017,17:30,Akhmat Grozny,Rubin Kazan,1,0,H,2.59,3.16,3.1,2.66,6.5,3.25,2.43,3.18,3.01
Russia,Premier League,2017/2018,29/09/2017,17:30,Arsenal Tula,Krasnodar,1,0,H,5.27,3.99,1.71,5.8,4,2,4.95,3.65,1.7
Russia,Premier League,2017/2018,30/09/2017,09:30,SKA Khabarovsk,FK Rostov,2,1,H,6.21,3.39,1.76,6.5,3.45,1.87,5.72,3.23,1.73
Russia,Premier League,2017/2018,30/09/2017,12:00,Tosno,Akhmat Grozny,1,0,H,2.92,3.13,2.75,3.38,3.23,2.75,2.92,3,2.55
Russia,Premier League,2017/2018,30/09/2017,14:30,Rubin Kazan,Amkar,0,1,A,1.81,3.26,6.04,1.84,3.74,6.45,1.73,3.24,5.63
Russia,Premier League,2017/2018,30/09/2017,17:00,Spartak Moscow,Ural,2,0,H,1.47,4.82,7.27,1.53,4.94,7.43,1.46,4.46,6.24
Russia,Premier League,2017/2018,01/10/2017,12:00,CSKA Moscow,Ufa,0,0,D,1.33,5.3,11.78,1.34,8,13.35,1.3,5.1,10.47
Russia,Premier League,2017/2018,01/10/2017,14:30,Lokomotiv Moscow,Dynamo Moscow,3,0,H,1.78,3.53,5.58,1.82,7.25,5.61,1.75,3.47,4.97
Russia,Premier League,2017/2018,01/10/2017,17:00,FK Anzi Makhackala,Zenit,2,2,D,8.91,4.37,1.46,9.9,4.8,1.49,7.74,4.27,1.43
Russia,Premier League,2017/2018,13/10/2017,17:30,Akhmat Grozny,Spartak Moscow,1,2,A,3.04,3.45,2.46,3.34,3.45,2.48,3.01,3.24,2.34
Russia,Premier League,2017/2018,14/10/2017,12:00,Dynamo Moscow,SKA Khabarovsk,2,0,H,1.41,4.5,10.56,1.46,4.65,10.97,1.39,4.26,8.92
Russia,Premier League,2017/2018,14/10/2017,14:30,Ural,FK Anzi Makhackala,2,1,H,2.01,3.45,4.19,2.09,3.45,4.46,1.98,3.27,3.89
Russia,Premier League,2017/2018,14/10/2017,17:00,Krasnodar,CSKA Moscow,0,1,A,2.16,3.4,3.72,2.3,3.49,3.8,2.14,3.25,3.38
Russia,Premier League,2017/2018,15/10/2017,12:00,Ufa,Lokomotiv Moscow,1,0,H,3.89,3.03,2.28,3.95,3.04,2.33,3.64,2.89,2.24
Russia,Premier League,2017/2018,15/10/2017,14:30,FK Rostov,Rubin Kazan,0,1,A,2.48,2.92,3.56,2.59,2.94,3.75,2.37,2.8,3.46
Russia,Premier League,2017/2018,15/10/2017,17:00,Zenit,Arsenal Tula,0,1,A,1.27,5.94,14.58,1.29,6.2,17,1.25,5.42,12.83
Russia,Premier League,2017/2018,16/10/2017,15:30,Amkar,Tosno,0,0,D,2.32,2.96,3.89,2.4,3.02,4.04,2.28,2.84,3.6
Russia,Premier League,2017/2018,21/10/2017,09:30,SKA Khabarovsk,Ufa,2,2,D,3.55,2.84,2.55,3.65,2.88,2.69,3.41,2.74,2.45
Russia,Premier League,2017/2018,21/10/2017,12:00,Tosno,FK Rostov,1,1,D,3.43,2.94,2.54,3.43,3.01,2.69,3.21,2.86,2.47
Russia,Premier League,2017/2018,21/10/2017,14:30,Rubin Kazan,Dynamo Moscow,0,0,D,1.91,3.35,4.9,1.95,3.42,5.1,1.87,3.23,4.5
Russia,Premier League,2017/2018,21/10/2017,17:00,Spartak Moscow,Amkar,0,0,D,1.45,4.55,8.58,1.47,4.64,9,1.42,4.23,7.86
Russia,Premier League,2017/2018,22/10/2017,12:00,Ural,Akhmat Grozny,2,0,H,3.11,3.21,2.55,3.19,3.23,2.63,2.97,3.06,2.47
Russia,Premier League,2017/2018,22/10/2017,14:30,CSKA Moscow,Zenit,0,0,D,2.81,3.25,2.76,3.15,3.28,2.84,2.73,3.08,2.67
Russia,Premier League,2017/2018,22/10/2017,17:00,FK Anzi Makhackala,Arsenal Tula,3,2,H,2.61,3.13,3.11,2.69,3.17,3.16,2.5,3,2.98
Russia,Premier League,2017/2018,23/10/2017,17:30,Lokomotiv Moscow,Krasnodar,2,0,H,2.5,3.31,3.1,2.66,3.31,3.1,2.48,3.1,2.91
Russia,Premier League,2017/2018,27/10/2017,17:30,Arsenal Tula,CSKA Moscow,1,0,H,5.63,3.42,1.81,5.63,3.55,1.86,5.01,3.34,1.77
Russia,Premier League,2017/2018,28/10/2017,17:00,FK Rostov,Spartak Moscow,2,2,D,3.04,3.09,2.69,3.22,3.13,2.72,2.88,2.98,2.6
Russia,Premier League,2017/2018,29/10/2017,08:30,Amkar,Ural,1,1,D,2.26,2.89,4.16,2.36,3,4.21,2.19,2.85,3.85
Russia,Premier League,2017/2018,29/10/2017,11:00,Dynamo Moscow,Tosno,0,1,A,2.31,3.12,3.67,2.36,3.26,3.9,2.23,3.08,3.42
Russia,Premier League,2017/2018,29/10/2017,13:30,Zenit,Lokomotiv Moscow,0,3,A,1.69,3.61,6.33,1.76,3.68,6.5,1.69,3.41,5.56
Russia,Premier League,2017/2018,29/10/2017,16:00,Krasnodar,SKA Khabarovsk,4,1,H,1.21,7.31,15,1.22,7.8,23,1.17,6.58,16.25
Russia,Premier League,2017/2018,30/10/2017,14:00,Ufa,Rubin Kazan,2,1,H,3.68,2.95,2.41,3.84,3.08,2.55,3.51,2.8,2.36
Russia,Premier League,2017/2018,30/10/2017,16:30,Akhmat Grozny,FK Anzi Makhackala,1,1,D,1.6,3.91,7.06,1.66,4.14,7.5,1.58,3.78,6.01
Russia,Premier League,2017/2018,03/11/2017,14:30,Ural,Dynamo Moscow,2,2,D,2.31,3.07,3.75,2.36,3.28,3.9,2.24,3.01,3.49
Russia,Premier League,2017/2018,04/11/2017,13:30,Tosno,Krasnodar,1,3,A,4.06,3.43,2.05,4.2,3.46,2.15,3.8,3.23,2.02
Russia,Premier League,2017/2018,04/11/2017,16:00,Akhmat Grozny,FK Rostov,1,0,H,2.55,2.95,3.41,2.55,3.02,3.44,2.43,2.88,3.24
Russia,Premier League,2017/2018,05/11/2017,08:00,SKA Khabarovsk,Arsenal Tula,1,2,A,3.22,2.98,2.65,3.27,3.15,2.83,3.04,2.88,2.56
Russia,Premier League,2017/2018,05/11/2017,11:00,Amkar,FK Anzi Makhackala,1,2,A,1.88,3.22,5.47,1.96,3.26,5.8,1.83,3.09,5.08
Russia,Premier League,2017/2018,05/11/2017,13:30,Lokomotiv Moscow,CSKA Moscow,2,2,D,3.44,3.24,2.35,3.48,3.28,2.58,3.22,3.01,2.36
Russia,Premier League,2017/2018,05/11/2017,16:00,Rubin Kazan,Zenit,0,0,D,3.61,3.1,2.35,3.96,3.23,2.37,3.5,3,2.23
Russia,Premier League,2017/2018,05/11/2017,16:00,Spartak Moscow,Ufa,3,1,H,1.45,4.69,8.05,1.51,4.69,8.79,1.42,4.34,7.7
Russia,Premier League,2017/2018,18/11/2017,09:00,SKA Khabarovsk,CSKA Moscow,2,4,A,7.37,3.99,1.56,8.5,4,1.58,7.18,3.77,1.52
Russia,Premier League,2017/2018,18/11/2017,11:00,Dynamo Moscow,Akhmat Grozny,1,1,D,2.75,2.99,3.05,2.76,3.12,3.1,2.64,2.95,2.87
Russia,Premier League,2017/2018,18/11/2017,13:30,Krasnodar,Spartak Moscow,1,4,A,2.41,3.64,2.99,2.48,3.65,3.21,2.3,3.39,2.99
Russia,Premier League,2017/2018,18/11/2017,16:00,Arsenal Tula,Rubin Kazan,0,0,D,3.24,3.02,2.6,3.24,3.1,2.7,3.07,2.88,2.53
Russia,Premier League,2017/2018,19/11/2017,08:30,Ufa,Ural,2,0,H,2.23,3.09,3.97,2.39,3.15,4.2,2.19,2.94,3.74
Russia,Premier League,2017/2018,19/11/2017,11:00,FK Anzi Makhackala,Lokomotiv Moscow,0,1,A,4.55,3.52,1.92,4.75,3.6,1.96,4.29,3.34,1.88
Russia,Premier League,2017/2018,19/11/2017,13:30,FK Rostov,Amkar,0,0,D,1.83,3.18,6.15,1.85,3.21,6.5,1.78,3.06,5.69
Russia,Premier League,2017/2018,19/11/2017,16:00,Zenit,Tosno,5,0,H,1.37,4.89,10.86,1.37,5.6,13.5,1.34,4.75,9.39
Russia,Premier League,2017/2018,24/11/2017,14:30,Amkar,Dynamo Moscow,2,1,H,2.41,2.81,3.93,2.5,2.9,3.93,2.34,2.73,3.67
Russia,Premier League,2017/2018,25/11/2017,13:30,Tosno,Arsenal Tula,3,2,H,2.33,3.13,3.63,2.44,3.23,3.85,2.25,3.01,3.48
Russia,Premier League,2017/2018,25/11/2017,16:00,Akhmat Grozny,Ufa,2,1,H,1.98,3.24,4.72,2.06,3.3,5,1.92,3.1,4.52
Russia,Premier League,2017/2018,26/11/2017,08:30,Ural,Krasnodar,0,1,A,4.31,3.48,1.98,4.6,3.5,2.05,4,3.34,1.95
Russia,Premier League,2017/2018,26/11/2017,11:00,Rubin Kazan,CSKA Moscow,0,1,A,3.31,3.09,2.5,3.6,3.13,2.6,3.21,2.89,2.45
Russia,Premier League,2017/2018,26/11/2017,13:30,FK Rostov,FK Anzi Makhackala,2,0,H,1.65,3.67,6.9,1.71,3.69,6.9,1.64,3.48,6.06
Russia,Premier League,2017/2018,27/11/2017,09:00,SKA Khabarovsk,Lokomotiv Moscow,1,2,A,5.99,3.77,1.68,6.3,3.81,1.75,5.44,3.57,1.66
Russia,Premier League,2017/2018,27/11/2017,16:30,Spartak Moscow,Zenit,3,1,H,2.74,3.33,2.78,2.75,3.5,2.9,2.62,3.22,2.68
Russia,Premier League,2017/2018,01/12/2017,16:30,Arsenal Tula,Spartak Moscow,0,1,A,3.68,3.29,2.23,4.02,3.5,2.41,3.5,3.2,2.15
Russia,Premier League,2017/2018,01/12/2017,16:30,CSKA Moscow,Tosno,6,0,H,1.4,4.76,9.69,1.47,5,10.02,1.4,4.43,8.18
Russia,Premier League,2017/2018,02/12/2017,11:00,Dynamo Moscow,FK Rostov,2,0,H,3.23,2.84,2.75,3.26,2.9,2.85,3.05,2.75,2.69
Russia,Premier League,2017/2018,02/12/2017,11:00,Zenit,Ural,2,1,H,1.25,6.11,16.61,1.27,6.3,16.61,1.24,5.6,12.67
Russia,Premier League,2017/2018,02/12/2017,13:30,Lokomotiv Moscow,Rubin Kazan,1,0,H,2.06,3,4.84,2.18,3.11,4.84,2.04,2.95,4.29
Russia,Premier League,2017/2018,03/12/2017,11:00,Ufa,Amkar,3,0,H,2.47,2.75,3.89,2.5,2.81,4.2,2.38,2.67,3.71
Russia,Premier League,2017/2018,03/12/2017,13:30,Krasnodar,Akhmat Grozny,3,2,H,1.73,3.75,5.55,1.82,3.75,6.4,1.73,3.53,5.03
Russia,Premier League,2017/2018,03/12/2017,16:00,FK Anzi Makhackala,SKA Khabarovsk,4,0,H,1.66,3.79,6.27,1.75,4.05,7.2,1.6,3.67,6.09
Russia,Premier League,2017/2018,08/12/2017,14:30,Ural,Arsenal Tula,1,1,D,2.6,3,3.25,2.64,3.12,3.48,2.49,2.92,3.12
Russia,Premier League,2017/2018,09/12/2017,11:00,Dynamo Moscow,FK Anzi Makhackala,2,0,H,1.85,3.48,5.03,1.95,3.48,5.2,1.83,3.3,4.69
Russia,Premier League,2017/2018,09/12/2017,13:30,Rubin Kazan,SKA Khabarovsk,3,1,H,1.3,5.4,14.51,1.34,5.4,15.25,1.28,4.93,12.36
Russia,Premier League,2017/2018,10/12/2017,11:00,Amkar,Krasnodar,1,3,A,3.43,2.91,2.56,3.7,3.03,2.56,3.27,2.92,2.41
Russia,Premier League,2017/2018,10/12/2017,13:30,Spartak Moscow,CSKA Moscow,3,0,H,2.69,3.24,2.9,2.8,3.4,2.9,2.64,3.16,2.72
Russia,Premier League,2017/2018,10/12/2017,16:00,FK Rostov,Ufa,1,0,H,2.06,2.99,4.86,2.13,3.11,5.1,2,2.94,4.48
